Time(s),CH1(V)
-2.3452E-06,3.187643E-01
-2.3450E-06,2.100882E-01
-2.3448E-06,1.029215E-01
-2.3446E-06,1.034561E-02
-2.3444E-06,-6.109885E-02
-2.3442E-06,-1.124181E-01
-2.3440E-06,-1.506560E-01
-2.3438E-06,-1.843657E-01
-2.3436E-06,-2.210942E-01
-2.3434E-06,-2.628540E-01
-2.3432E-06,-3.020981E-01
-2.3430E-06,-3.237327E-01
-2.3428E-06,-3.121607E-01
-2.3426E-06,-2.568164E-01
-2.3424E-06,-1.587061E-01
-2.3422E-06,-3.242044E-02
-2.3420E-06,9.990276E-02
-2.3418E-06,2.146164E-01
-2.3416E-06,2.915953E-01
